source,match_key,oare_id,is_new_vs_train,aliases,excavation_no,transliteration,translation
archive_alias,"Cct 5, 6a",7a563f13-abf1-0749-ced9-41ed3f3fb851,true,CCT 5 6a | BM 119412,,um-ma a-šùr-i-dí-ma a-na a-la-ḫi-im e-la-ma pu-šu-ke-en6 ù a-šur-ta-ak-la-ku qí-bi-ma a-ḫu-a a-tù-nu iš-tù MU.ŠÈ 30 i-na a-lim{ki} wa-áš-ba-ku-ma ù ni-kà-sí ù-ša-qal kà-ra-am mu-ùḫ-ra-ma iš-tí kà-ri-im e-na-na-tim er-ša-nim-ma a-na KÙ.BABBAR 1 ma-na-um 3 GÍN la-dí a šu-ma la i-ma-gu5-ru sà-li-a-ma a-mì-šál a-we-el la-zi-iz a-tù-nu la tí-de8-a-a a-i-a-tum ma-áš-kà-na-tù-a e-la ma-la ma-áš-kà-tám la áš-ku-nam 37 ma-na ni-kà-sí áš-qúl gi-mì-lam i-ṣé-ri-a šu-ku-na iḫ-da-ma a-na mì-šál a-we-el la-zi-iz a-ni-tum la a-ni-tum té-er-ta-ak-nu i pá-ni-e-ma li-li-kam iš-tí KÙ.BABBAR-pí-a 4.5 ma-na ša ku-ru-ub-IŠTAR ba-áb-tám e-zi-ba-ku-nu-tí-ni ša-áš-qí-la-ma šé-bi-la-nim,"From Aššur-idi to Alâhum, Elamma, Pnsu-kén and Aššur-taldâku: My dear brothers, for 30 years I have been living in the City and I always pay the accounts. Appeal to the colony authorities and ask for clemency for me from the colony, so that for the silver I may deposit 3 shekels per mina. If they do not agree with you, then implore them that I may stand only for half a share of a man. Are you not aware which are my deposits? Should I make another deposit on top of that? I have paid 37 minas on the account! Do me this favour. Take care to have me stand only for half a share of a man Send me word whether this is so or not as soon as possible. Together with my other silvet I left 4 1/2 minas belonging to Kurub-Istar as an outstanding claim with you. Have it paid and send it to me."
archive_alias,POAT 5 | L29-558,d546d6e3-fd34-4c32-a586-78989a79ecbe,true,POAT 5 | L29-558,,um-ma a-šùr-i-dí-ma a-na a-mur-IŠTAR a-la-ḫi-im ì-lí-a-lim ù a-šùr-ta-ak-lá-ku qí-bi4-ma 2 GÚ 1 ma-na AN.NA-ki ku-nu-ku 38 TÚG.ḪI.A ú-ṣú-ur-ša-a-šùr ub-lá-ku-nu-tí ig-ri sà-ri-dim ša-bu mì-ma lá ta-da-na-šu-um i-na pá-ni-im ṭup-pí-a áš-pu-ra-ku-nu-tí um-ma a-na-ku-ma AN.NA ù TÚG.ḪI.A a-na ì-lí-a-lim dí-na mì-ma la ta-da-na-šu-um i-na ša šé-pì-šu AN.NA ma-dam il5-té-qé i-na TÚG.ḪI-tí-a ma-aṭ-ú-tim li-iq-a-ma a-na ni-kà-sí-a qá-tí i-ta-dí-a ṣí-tí TÚG.ḪI-tí-a ù 2 GÚ AN.NA a-na a-šùr-ta-ak-lá-ku dí-na-ma a-šar KÙ.BABBAR 1 GÍN ba-lá-ṭí-a lu-bi4-il5 šu-ma lá-šu a-šar wa-áš-bu šé-bi4-lá-šu-um šu-ma ḫa-ra-šu a-ni AN.NA-ki ù TÚG.ḪI-tí-a i-na ṣé-er DAM.GÀR ke-nim a-na u4-me id-a DAM.GÀR lu ke-en6 u4-me 1 ITU.KAM ù 2 ITU.KAM lá ta-be-e-lá a-na ì-lí-a-lim qí-bi4-ma ší-tí KÙ.BABBAR pá-ni-im 2 ma-na i-na pá-ni-im-ma šé-bi4-lam lu-qú-tám ša šé-pí-kà za-ki-a-ma tí-ib-a-ma a-ta-al-kam ṭup-pu-um a-ni-um wa-ar-ki,"From Aššur-idi to Amur-Istar, Ala.hum, Ili-alum and Aššur-taklaku: talents 10 minas of tin under seal (and) 38 textiles Usur-sa-Aššur has brought to you. He has been paid the wages for a donkeydriver; do not give him anything. In my former letter I wrote you as follows: ""Give the tin and textiles to Ili-alum."" But do not give him anything! He took a lot of tin from his own carav an. Out of the textiles take those of lesser quality and deposit them as my share on my account. Give the rest of my textiles and the 2 talents of tin to Aaaur-taldäku, let him bring that to where there is even a small profit for me. If he is absent, then send it to him where he is staying. If he is on a journey, well, then entrust my tin and my textiles with a trustworthy agent in commission . on fixed terms. The agent must be reliable! Do not attach importance to terms of one or two months. To Ili-alum: Send me the rest of the previous silver shipment, minas as soon as possible. Clear the goods from your own caravan, set out and come here. This tablet is later..."
archive_alias,RC 1749B,a14e6a2d-0a8c-417c-829e-40d0fa91e98d,true,RC 1749b | OAA 1 3,,um-ma a-šur-i-dí-ma a-na a-lá-ḫi-im a-šur-na-da ì-lí-a-lim ù a-šur-ta-ak-lá-ku qí-bi-ma 8 {TÚG}ku-ta-nu i-a-ú-tum 1.5 ma-na AN.NA a qá-tí-šu a-dí-in ḫa-mu-uš-tí ANŠE mì-ma a-nim i-a-um 1 {TÚG}ku-ta-nu-um ša ṭá-áb-ṣí-li-a-šur 1 ku-tí-nim ša IŠTAR-pí-lá-aḫ a-na ì-lí-a-lim dí-na mì-ma a-nim a-lá-ḫu-um na-áš-a-ku-nu-tí 8 TÚG a-ni-ú-tim ù 15 TÚG.ḪI.A ša en-nu-um-be-lúm ub-lá-ku-nu-tí-ni ŠU.NÍGIN 23 TÚG.ḪI.A a-ni-ú-tim a-na ni-kà-sí-a a-na É kà-ri-im i-ta-dí-a a-na ì-lí-a-lim qí-bi-ma lu-qú-ut-kà lu pá-ni-tám lu wa-ar-ki-tám za-ki-am-ma tí-ib-am-ma a-tal-kam a-pu-tum i-nu-mì KÙ.BABBAR ša a-lim{ki} iš-ta-pu-ku-ni qá-tám i-a-tám ù ša a-šur-na-da šu-uq-lá a-wa-at a-lim{ki} da-na-at a-pu-tum iḫ-da-ma KÙ.BABBAR šu-uq-lá,"From Aššur-idi to Alâhum, Assur-nâdâ, Ili-âlum and Aššur-taklâku: The 8 textiles are mine; I gave him 1 mina of tin for expenses; one-fifth of a donkey—all this belongs to me. 1 kutânu-textile belongs to Tab-sill-Aššur; 1 kutinu-textile belongs to Istar-pilah—give that to Ili-alum. Alâhum is on his way to you with all this. These 8 textiles plus 15 textiles which Ennam-Bélum has brought to youin all: these 23 textiles— you must deposit on my account in the colony office. To Ili-âlum: Clear your merchandise, both the new and the earlier shipment, set out and come here. Please, when they make deposits of silver belonging to the City, pay both my share and that of Aššur-nâdâ. u.e. The order of the City is strict! Please, take care to pay the silver!"
archive_alias,"Cct 4, 1b",17cf8012-b381-6fc7-d72e-39bd1d3964aa,true,CCT 4 1b | BM 115074,,um-ma a-šùr-i-dí-ma a-na ì-lí-SUKKAL ù a-šùr-ta-ak-lá-ku qí-bi4-ma a-na ì-lí-ŠU-GAN qí-bi4-ma ma-áš-ki ša-pá-tim a-dì-na-kum um-ma a-ta-ma a-na ru-ba-im a-qí-áš ù 2 ma-na ḫu-ša-e uṣ-ba-ku-um um-ma a-ta-ma pá-šu-ra-am SIG5 ša 10 GÍN KÙ.BABBAR a-dá-na-ku-um šu-ma a-ḫi a-ta pá-šu-ra-am SIG5 a-na a-šùr-ta-ak-lá-ku dí-in a-na a-šùr-ta-ak-lá-ku qí-bi4-ma 3 ma-na 12 GÍN AN.NA a-na ILLAT šu-ku-un ší-im URUDU ša a-na a-mu-re-e áš-qú-lu i-na ṭup-pì-im iš-tí tap-pá-e-a lá-pì-it ì-lí-šu-GAN DUMU na-ni ṣa-ba-at-ma pá-šu-ra-am pá-ni-a-ma ša-dí-in,"From Aššur-idi to Ili-sukkal and Aššur-taklâku: (specifically) to Ill-sukkal: I gave you some woollen fleeces. You said: ""I shall give them as a gift to the king."" I furthermore added for you 2 minas of scrap metal. You said: ""I shall give you good quality retail goods worth 10 shekels of silver in return."" My dear brother, give the good quality retail goods to Aššur-taklâku. To Aššur-taklâku: Deliver 3 minas 12 shekels of tin to the enterprise. The price of the copper, which I paid to the Amorites, has been booked in the tablet together with my partners. Seize Ili-sukkal son of Nanni and make him hand over the good quality retail goods at once."
archive_alias,"TC 3, 95",2cb3d8ef-f49f-8419-6238-684ea925da30,true,TC 3 95,,um-ma a-šùr-i-dí-ma a-na PUZUR4.IŠTAR ù ás-qú-dim qí-bi4-ma 1 GÚ 5 ma-na AN.NA ku-nu-ki ša ás-qú-dum na-áš-ú a-na-ma tí-me-el-ki-a ta-kà-ša-dá-ni um-ma a-tù-nu-ma a-na šu-IŠTAR DUMU a-zu-da qí-bi4-a-ma té-er-tí a-šùr-i-dí AN.NA 1 GÚ li-qé-ma gi-mì-lam i-na ṣé-ri-šu šu-ku-un ṭup-pu-šu ḫa-ar-ma-am ša ḫu-bu-li-šu lu-up-ta a-na 25 ḫa-am-ša-tim šu-ma lá i-ma-ga-ar-ku-nu a-na 30 lu 35 ḫa-am-ša-tim lu-up-ta ṭup-pu-šu ḫi-ir-ma-ma a-na a-šùr-na-da pì-iq-da ù TÚG.ḪI.A ma-lá ta-le-e-a-ni ad-ma-ta-ni ší-tí TÚG.ḪI.A a-na ṣé-er a-šùr-na-da bi4-il5 šu-ma a-ḫu-a-a a-tù-nu ḫi-da-ma gi-mì-lam i-ṣé-ri-a šu-uk-na a-na ás-qú-dim qí-bi4-ma šu-ma PUZUR4.IŠTAR a-ta-ma té-bi-ir ší-bi4 3 šu-ku-šu-um,"From Aššur-idi to Puzur-Ištar cpd Asgndum: As to the 1 talent 5 minas of tin under seal which Asqùdum is bringing, as soon as you reach Timelkia you must say as follows to Sû-Ištar, the son of Azuda: ""Aššur-idi's orders were that you should take at least 1 talent of tin to do him a favour."" Draw up a certified tablet concerning his debt to run for 25 weeks. If he does not agree with you, then draw it up for 30 or 35 weeks. Certify his tablet and entrust it to Aššur-nâdâ. Also, make him take as many textiles as cp investment as you ccp. Bring the rest of the textiles to Aššur-nâdâ. If you are truly my brothers, take care cpd do me this favour. To Asgndum: If Puzur-Ištar <is absent>, then hand it over personally to him Set 3 witnesses for him."
archive_alias,"Cct 3, 5a",f49dcb4a-246f-a124-1b49-baf06a276bc8,true,CCT 3 5a | BM 113286,,um-ma a-šùr-i-dì-ma a-na a-šùr-na-da qí-bi-ma 10 ma-na KÙ.BABBAR tù-šé-bi-lam ŠÀ.BA 2 GÚ 10 ma-na ku-nu-ku 16.5 GÍN.TA KÙ.BABBAR-pí-šu 7.83333 ma-na 2.6666600000000003 GÍN 4 TÚG šu-ru-tum 5 {TÚG}ku-ta-nu 0.5 ma-na KÙ.BABBAR it-bu-lu 7 GÍN i-na ma-sà-i-im im-tì 17 GÍN KÙ.BABBAR ší-im 1 ANŠE 5 GÍN ú-nu-sú 0.33333 ma-na KÙ.BABBAR ší-im 2 TÚG šu-ru-en ša a-šùr-ta-ak-lá-ku e-BA.ZI-ku-ni um-ma a-ta-ma i-na 1.3333300000000001 ma-na KÙ.BABBAR ša en-na-be-lúm na-áš-ú-ni le-qé KÙ.BABBAR ú-la al-qé i-na KÙ.BABBAR a-nim al-qé 12 ma-na 5 GÍN AN.NA-ak qá-tim 15 GÍN.TA 0.66666 ma-na 8.33333 GÍN KÙ.BABBAR-pí-šu mì-ma a-nim a-šùr-ta-ak-la-ku i-ra-dì-a-kum gám-ra-kum,"Aššwt-idi to Aššwt-nâdâ: You have sent me 10 minas of silver. Specification: 2 talents 10 minas (of tin) under seal at the rate 16 1/2 to 1 - in silver: 7 5/6 minas 2 2/3 shekels. black textiles (cpd) 5 kutânu-textiles cost 1/2 mina of silver. It diminished 7 shekels during the washing. 17 shekels of silver: the price of one donkey. shekels: its harness. 1/3 mina of silver: the price of black textiles that Aššwt-taklâku left with you. You said (earlier): ""Take that out of the 1 1/3 mina of silver that Ennam-Bélum is bringing."" I did not take the silver then,, (so) I have taken it out of this silver. minas 5 shekels of tin for expenses at the rate 15 to 1 - in silver: 2/3 mina 8 1/3 shekels of silver. Aššwt-taklâku brings all this to you."
archive_alias,Cole 8,c39bdff0-fd1b-cfeb-f17e-d5261b6da6d7,true,Cole 8 | OAA 1 8,,um-ma a-šur-i-dí-ma a-na a-šur-na-da qí-bi4-ma 2 ma-na LÁ 0.5 GÍN KÙ.BABBAR IŠTAR-pì-lá-aḫ tù-šé-bi4-lam 1 ma-na 0.5 GÍN i-na ša šu-IŠTAR al-qé ŠU.NÍGIN 3 ma-na KÙ.BABBAR ŠÀ.BA 7.5 GÍN ni-is-ḫa-tim áš-qúl iš-tù ša-du-ú-tum ga-am-ra-at-ni 1 GÍN KÙ.BABBAR a-pu-ul ší-tí KÙ.BABBAR-pì-kà 2.83333 ma-na 1.5 GÍN 8 GÍN KÙ.BABBAR iš-tí DUMU a-bu-SILIM ù tap-pá-i-šu al-qé 2.6666600000000003 ma-na 1.25 GÍN KÙ.BABBAR ší-im TÚG.ḪI.A ša šé-ep en-nam-be-lim i-na li-bi4-kà a-ší-tám um-ma a-ta-ma KÙ.BABBAR lá-qé am-ší-ma lá ak-nu-kà-šu KÙ.BABBAR i qá-tí-a lá-šu-ma al-qé 16 GÍN 10 5 ŠE KÙ.BABBAR i lu-qú-tim ša šé-ep DUMU ir-nu-id a-ší-tám ŠU.NÍGIN 2.83333 ma-na 7.66666 GÍN ṣa-ḫe-er-ma ší-tí KÙ.BABBAR-pì-kà 2.1666 GÍN gám-ra-kum,"From Aššur-idi to Aššur-nàdà: You sent me 2 minas less 1/2 shekel of silver with Istar-pilah. I took 1 mina 1/2 shekel out of what belongs to Sn-Istar. In all: 3 minas of silver. Thereof I paid 7 1/2 shekels as import duty; since the (money for the) transport tariff had been spent, I paid the balance of 1 shekel of silver. The rest of your silver amounts to 5/6 minas 1 1/2 shekel. I borrowed 8 shekels of silver from the son of Abu-salim and his partner. I still had a claim against you of 2/3 minas 1 1/4 shekels of silver, the proceeds from the sale of the textiles transported by Ennam-Bélum. You said: ""The silver has been taken."" But I forgot to seal it, (and) since I have no silver available to me I have taken it. I also still had a claim of 16 shekels 15 grains of silver from the goods transported by the son of Irnuid. In all: 2 5/6 minas 7 1/3 shekels have been deducted, so the rest of your silver is 1/6 shekels. It has been spent for you."
archive_alias,KUG 27,6d3168f3-99ba-46a2-865f-3e60fd30e30a,true,KUG 27,,um-ma a-šur-i-dí-ma a-na a-šur-na-da qí-bi4-ma 3.6666600000000003 ma-na KÙ.BABBAR <gap> te9-zi-ba-am 1 ma-na 0.5 GÍN KÙ.BABBAR ša šu-IŠTAR 2 ma-na LÁ 0.5 GÍN KÙ.BABBAR {d}IŠTAR-pì-lá-aḫ tù-šé-bi4-lam 1.3333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am dan-a-šur ub-lam ŠU.NÍGIN 8 ma-na ŠÀ.BA lu-qú-ut 2 ma-na 16.66666 GÍN LÁ 7.5 ŠE a-šur-na-da DUMU ir-nu-it ú-šé-ṣí-a-kum 2.25 GÍN ig-ri sá-ri-dim a-ḫa-ma a-dí-šu-um 16.5 GÍN KÙ.BABBAR a-na šu-sú-en6 4.5 GÍN a-na áš-qú-dí-a a-dí-šu-nu-tí ra-ku-sú <gap> šu-ma i-na li-bi4-kà lá i-šu-ú 16 GÍN.TA AN.NA i-na-pu-lu-ni-kum ù iš-tí a-šur-SIPA ma-lá ta-ší-ta-ni 16 GÍN AN.NA ra-ku-us ṣa-ba-sú-ma ša-áš-qí-il5-šu iš-tù ší-im URUDU ù 1 GÍN 15 ŠE KÙ.BABBAR ša i-na li-bi4-šu tí-šu-ú ša-qú-lu 0.33333 ma-na 3 GÍN 22.5 ŠE KÙ.BABBAR a-na a-šur-SIPA a-pu-ul 0.33333 ma-na KÙ.BABBAR ší-im ANŠE a-na ú-ṣú-ur-ša-a-šur áš-qúl 5 ma-na ḫu-ša-e i ša-am-ší tù-uṣ-ú ta-al-qé KÙ.BABBAR-áp-šu-nu 4 GÍN 0.5 GÍN 15 ŠE wa-ṣí-tum ta-áš-pu-ra-ma ú-ṣí-ib 5.5 ma-na KÙ.BABBAR ša šé-ep en-am-a-šur 3 GÍN i sá-nu-qí-im im-ṭí-ma am-ší-ma i ni-kà-sí lá áš-ku-na-kum 2 UDU ša DUMU pè-da-a 5.5 ma-na 1 UDU 1.8333300000000001 ma-na ša i-dí-lim 1 UDU 3 ma-na 1 UDU 2.5 ma-na 5 GÍN 1 UDU 2 ma-na 10 GÍN ša a-šur-SIPA 1 UDU 2.33333 ma-na ša zu-a 1 UDU 2.6666600000000003 ma-na ša tù-lí-a 1 UDU 3.33333 ma-na ša DUMU tù-lí-a-ma GAL 1 TÚG 8.66666 ma-na ša a-šur-DU10 ta-am-ší-ma áš-qúl ŠU.NÍGIN URUDU 32 ma-na LÁ 5 GÍN KÙ.BABBAR-áp-šu-nu 0.33333 ma-na LÁ 0.83333 GÍN a ší-im TÚG-tim ù UDU.ḪI.A ša ta-am-ší-ú áš-qúl 1-<gap> GÍN iš-tù ša-du-a-at KÙ.BABBAR-pì-kà ša šé-ep be-lí-a-lim ù DUMU ku-um-ri-im a-pu-ul 3 LÁ 0.25 GÍN KÙ.BABBAR iš-tù ša-du-ú-tum gám-ra-at-ni a-na IŠTAR-pì-lá-aḫ ù DUMU ir-nu-it a-pu-ul 1 ma-na KÙ.BABBAR a-ší-im 2 GU4.ḪI.A ù ú-ṭí-tim a-na me-er-e ša-ku-li-im ag-mu-ur ší-tí KÙ.BABBAR-pì-kà 3 ma-na 0.66666 GÍN i-na li-bi4 5 ma-na 1 GÍN KÙ.BABBAR lu-qú-tim ša šé-ep en-nam-be-lim ú-ṣa-ḫe-er ší-tí KÙ.BABBAR-pì-a 2 ma-na 0.33333 GÍN i-na pá-né-e-ma šé-bi4-lam li-ba-kà lá tù-lá-ma-an a-na a-wi-li aḫ-ša-aḫ-ma al-qé,"From Aššur-idi to Aššur-nàdà: You left me 3 2/3 minas of silver; mina 1/2 shekel of silver belongs to ""ii-Istar; 2 minas less 1/2 shekel of silver you sent to me with Istar-pilah; Dan-Aššur brought me 1 1/3 mina of refined silver—in all: 8 minas. Thereof I sent off to you goods worth 2 minas 16 2/3 shekels less 7 1/2 grains with Aššur-nàdà son of Irnuid; I further gave him 2 1/4 shekels, the wages of a donkey-driver. 1/2 shekels of silver to ""n-Suen (and) 1/2 shekels to AsqûdiaI gave to them, they are bound by contract. If they have no claims on you, they must repay you in tin at the rate 16:1. Also Aššur-ré'i has been bound by contract (at the rate) 16:1 in tin for your remaining claim on him. Seize him to have him pay. After the price of the copper and shekel 15 grains of silver, which he owed to you, had been paid, I paid as balance to Aššur-ré'i 23 shekels rev. 22 1/2 grains of silver. 1/3 mina of silver, the price of a donkey, I paid to Usur-sa-Aššur. The day you left you took 5 minas of scrap metal worth 4 shekels of silver. The export duty was 1/2 shekel 15 grains; you wrote me about it, and I added it. As to the 5 1/2 minas of silver carried by Ennam-Alsur, 3 shekels were found to be missing during the check, but I forgot to charge it to you at the accounting. sheep belonging to Pidaya's son: 5 1/2 mina; 1 sheep worth 1 5/6 mina belonging to Iddin-ilum; sheep. 3 minas, sheep 2 1/3 minas 5 shekels, 1 sheep: 2 minas 10 shekels— belonging to Aslur-ré'i; 1 sheep worth 2 1/3 minas belonging to Zua; sheep worth 2 2/3 minas belonging to Dunnia; sheep worth 3 1/3 minas—the same Dunnia's eldest son. You forgot 1 textile worth 8 2/3 minas belonging to Aššur-lab, so I paid. The total in copper: 32 minas less shekels, in silver: 1/3 mina less 5/6 shekels, I have paid as the price of the textile and the sheep which you forgot about. I paid as compensation 1 [+ x] shekels after the transport tariff on your silver transported by Béli-âlum and the son of the priest. After the transport tariff had been spent I paid as compensation less 1/4 shekels of silver to Istar-pilah and Irnuid's son. 1 mina of silver I spent on the price of 2 oxen and grain to feed the sons. The rest of your silver: minas 2/3 shekels, I deducted from the 5 minas 1 shekel of silver, . the shipment transported by Ennam-Bélum; send the rest of my silver, 2 minas 1/3 shekels as soon as possible. Do not be angry. I wanted it for the men, so I took it."
archive_alias,POAT 39 | L29-602,58716310-612e-42dd-b4d3-ab44679479bf,true,POAT 39 | L29-602,,um-ma a-šur-i-dí-ma a-na a-šur-na-da qí-bi4-ma 5 GÍN KÙ.BABBAR i-na e-ra-bi4-šu-ma ás-qú-dí-a ša-áš-qí-il5-ma iš-tí ší-im ANŠE ku-nu-uk-ma i pá-ni-e-ma šé-bi4-lam 1 {TÚG}ku-ta-nu-um i ṭù-pì-a lá lá-pì-it ša a-šur-ta-ak-lá-ku ás-qú-dí-a-ma na-áš-a-kum,"From Aššur-idi to Aššur-nâdâ: Make Asgndia pay shekels of silver as soon as he arrives, seal that together with the money from the sale of the donkey,"
archive_alias,POAT 14 | L29-568,1b609f03-bf0e-4cb8-abd3-54b839848072,true,POAT 14 | L29-568,,um-ma a-šùr-i-dí-ma a-na a-šùr-na-da qí-bi-ma a-šu-mì KÙ.BABBAR ša kà-ri-a ù ku-a-tí ša tù-šé-bi-lá-ni um-ma ša ki-ma kà-ri-a-ma lu-qú-tám a-na i-ta-aṭ-li-im-ma li-dí-in-ma KÙ.BABBAR lu-šé-bi-lam la ú-wa-šar a-pu-tum a-na i-ta-aṭ-li-im lu-qú-tám dì-in-ma mì-iš-li-šu KÙ.BABBAR šé-bi-lam ú-za-kà la i-ba-ší KÙ.BABBAR-ap a-wi-lim a-na na-ru-qí-im mì-ma la ta-na-ší ù šu-ma i-qí-šu-ni-kum mì-ma la ta-lá-qé šu-ma kà-ri-a i-na KÙ.BABBAR a-dí-im me-ra-šu i-na ša-ḫa-tí-kà li-zi-iz-ma ṭup-pá-am ša ší-a-ma-tim ší-ta-me-a-ma ší-ma-am dí-na-ma KÙ.BABBAR mì-iš-li-šu ku-un-kà-ma šé-bi-lá-nim ki-ma ú-ra-am a-na ma-mì-tim la i-ṣa-bu-tù-kà-ni KÙ.BABBAR i-na šé-bu-lim ší-bi šu-ku-un šu-ma um-ma me-ra-šu-ma lu-qú-tám dí-nam a-na a-wa-at É a-bi-a ma-aṣ-a-ku ma-a i-na a-wa-tim ip-tù-a-kà um-ma a-ta-ma ma-lá i-na É a-bi-kà i-ṣé-ri-a i-lá-qé-ú-ni i-na ṣé-ri-kà a-lá-qé ṭup-pá-kà ù ší-bi-kà da-ni-in lu-qú-tám wa-šé-er,"From Aššur-idi to Aššur-nâdâ: With regard to the silver belonging to Karria and yourself which you sent to me, Karria's representatives said: ""Let him sell the goods for cash on delivery, and send the silver here! He must not release it (on credit)."" Please, sell the goods for cash on delivery and send me his half of the silver raised. Do not listen to anything else! Do not use the man's silver as a joint-stock investment. Even if they are ready to give it as a gift you must not take any! If Karria has invested in the silver, then let his son assist you, and listen carefully to the letter concerning the purchases, sell the consignment and place his half of the silver under seal, and send it here. In order that they cannot seize you. tomorrow to make you swear an oath you must have witnesses when the silver is sent. If his son says: ""Give me the goods! I shall be responsible for the affairs of my father's house!"" —why, then he deprived you with words. You should answer: ""Whatever they will take at my expense in your father's house, I shall take at your expense!"" See to it that your tablet and your witnesses are in order! Release the goods."
